1,0.994716803
1,0.664034823
0,0.333440758
0,0.333439641
0,0.335687800
0,0.335713344
0,0.333640395
0,0.333453281
0,0.335220271
0,0.335040196
0,0.333563333
0,0.333462861
0,0.333619414
0,0.333479039
0,0.335735795
0,0.333503905
0,0.333620744
0,0.379425822
0,0.333484755
0,0.333446209
0,0.351959250
0,0.340523113
0,0.333457642
0,0.361490533
0,0.333659870
0,0.333456255
0,0.392121237
0,0.333468132
0,0.333495119
0,0.333549909
0,0.333457266
0,0.334644333
0,0.333635885
0,0.333494056
0,0.333470108
0,0.334749351
0,0.333452639
0,0.368168030
0,0.333464600
0,0.333439572
0,0.447957843
0,0.333614420
0,0.336747052
0,0.333453992
0,0.583725915
0,0.335064145
0,0.333482851
0,0.333449853
0,0.333458934
0,0.333440071
0,0.333743247
0,0.334286702
0,0.333515461
0,0.333456971
0,0.333446038
0,0.333447648
0,0.333511432
0,0.333511767
0,0.333596442
0,0.437011991
0,0.335594532
0,0.333557030
0,0.333836954
0,0.333451767
0,0.333478148
0,0.342678031
0,0.333665501
0,0.333656974
0,0.333622767
0,0.540942273
0,0.334527539
0,0.333441140
0,0.333600432
0,0.333513326
0,0.333443056
0,0.333820300
0,0.333452928
0,0.333458258
0,0.407306334
0,0.333708456
0,0.512267422
0,0.343491384
0,0.334272667
0,0.333443911
0,0.333474135
0,0.333445131
0,0.333441882
0,0.333467030
0,0.338292866
0,0.333445038
0,0.333507195
0,0.333630743
0,0.335903472
0,0.340808274
0,0.333441248
0,0.333901833
0,0.338873028
0,0.545250502
0,0.466789430
0,0.690146190
0,0.667894746
0,0.402196204
0,0.599655905
0,0.594994939
0,0.764566233
0,0.567080279
0,0.349980945
0,0.554636030
0,0.488052500
0,0.648993177
0,0.351806850
0,0.408461557
0,0.486090043
0,0.411770839
0,0.655907802
0,0.367679254
0,0.369890328
0,0.433086723
0,0.559777106
0,0.528392374
0,0.483554644
0,0.536860855
0,0.356577024
0,0.351183372
0,0.350404583
0,0.493625426
0,0.355492195
0,0.660768051
0,0.670233497
0,0.665306465
0,0.667349730
0,0.657499837
0,0.664958884
0,0.429518189
0,0.625693647
0,0.421224199
0,0.525598676
0,0.543537777
0,0.435294216
0,0.668065462
0,0.357839362
0,0.496028912
0,0.399242746
0,0.654138396
0,0.982591311
0,0.513522567
0,0.357448914
0,0.425968472
0,0.359529920
0,0.653890322
0,0.374979221
0,0.363183564
0,0.709696715
0,0.497396719
0,0.656989989
0,0.666263453
0,0.659767514
0,0.500436629
0,0.666607014
0,0.593320508
0,0.621439662
0,0.438495590
0,0.385297045
0,0.351359981
0,0.588477882
0,0.347799344
0,0.659591034
0,0.483876998
0,0.661532908
0,0.666719757
0,0.677146696
0,0.660824372
0,0.915840050
0,0.448262478
0,0.360267057
0,0.666738191
0,0.633003955
0,0.382549727
0,0.666590554
0,0.608037385
0,0.408806005
0,0.577121194
0,0.358179387
0,0.666602126
0,0.394563806
0,0.537259468
0,0.663019017
0,0.615464634
0,0.638996176
